IncidentID,IncidentDate,ReportDate,Location,Department,IncidentType,Designator,Severity,Status,ReportedBy,AssignedTo,Witnesses,PoliceNotified,PoliceReportNumber,PropertyDamage,EstimatedCost,InjuryOccurred,VideoEvidence,FollowUpRequired,ResolutionNotes,Narrative
INC-010216,2025-06-10 16:14,2025-06-11 02:14,Warehouse,Sales,THEFT,THEFT,High,Resolved,Employee_1831,Security_5,3,True,,True,0,False,False,True,Investigation complete,Theft of keyboard from storage room B-12. Item valued at $1500. Police report filed.
INC-010217,2025-08-07 16:14,2025-08-07 21:14,Loading Dock,Security,CYBER_SECURITY,CYBER,High,Resolved,Employee_6085,Pending,1,True,,False,1000,False,True,False,Investigation complete,Social engineering attempt via phone call. Employee reported suspicious request for passwords.
INC-010218,2025-07-18 16:14,2025-07-19 10:14,Loading Dock,Marketing,CYBER_SECURITY,CYBER,High,Open,Employee_7646,Pending,4,True,PR-658624,False,0,False,False,True,Investigation complete,Social engineering attempt via phone call. Employee reported suspicious request for passwords.
INC-010219,2025-04-21 16:14,2025-04-23 02:14,Cafeteria,Operations,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Open,Employee_8972,Pending,2,True,PR-284731,False,0,False,True,False,,"Person attempting to peer into windows on ground floor. Security approached, individual left."
INC-010220,2025-10-13 16:14,2025-10-15 16:14,Parking Lot,Finance,WORKPLACE_VIOLENCE,VIOLENCE,Critical,Closed,Employee_7389,Pending,1,True,,False,0,False,False,False,Investigation complete,Physical altercation between two employees in break room. Both parties separated by security.
INC-010221,2024-12-31 16:14,2025-01-01 14:14,Warehouse,Sales,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Under Investigation,Employee_8073,Pending,5,False,PR-525756,False,0,False,True,True,,Suspicious vehicle circling parking lot 5 times. License plate recorded.
INC-010222,2024-11-16 16:14,2024-11-16 17:14,Parking Lot,Security,VANDALISM,VANDALISM,Medium,Under Investigation,Employee_2387,Pending,3,False,,False,5000,False,False,False,,Fire extinguisher discharged in hallway on floor 2. Area covered in powder. Cleanup required.
INC-010223,2025-04-09 16:14,2025-04-09 18:14,Main Office,Legal,VANDALISM,VANDALISM,Medium,Closed,Employee_2854,Pending,5,True,,False,0,False,True,True,,Graffiti found on exterior wall of building Main Campus. Maintenance notified for cleanup.
INC-010224,2025-02-23 16:14,2025-02-25 00:14,Manufacturing Floor,Legal,WORKPLACE_VIOLENCE,VIOLENCE,Critical,Resolved,Employee_6782,Pending,1,True,,False,5000,False,True,False,Investigation complete,Verbal threat made by employee during meeting. Threatening individual escorted off premises.
INC-010225,2025-05-24 16:14,2025-05-25 08:14,Parking Lot,Legal,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Closed,Employee_5209,Security_1,4,True,PR-874863,True,500,False,True,False,Investigation complete,Individual observed following employees to parking lot. Police notified.
INC-010226,2025-02-02 16:14,2025-02-04 16:14,Laboratory,Manufacturing,VANDALISM,VANDALISM,Low,Resolved,Employee_3740,Pending,0,False,PR-221628,True,0,False,False,False,,Vandalism to company vehicle in parking lot. Scratches and dents observed. Damage estimated at $500.
INC-010227,2025-03-05 16:14,2025-03-05 16:14,Break Room,Security,SAFETY_HAZARD,SAFETY,High,Closed,Employee_9687,Security_2,4,False,PR-552760,False,0,False,True,False,Investigation complete,"Fire alarm triggered by smoke in kitchen area. Building evacuated, all clear given."
INC-010228,2025-10-09 16:14,2025-10-09 20:14,Main Office,Manufacturing,UNAUTHORIZED_ACCESS,ACCESS,Medium,Open,Employee_8306,Security_12,5,False,,True,0,False,True,True,Investigation complete,Employee used badge to access unauthorized floor 3. Supervisor notified.
INC-010229,2024-11-16 16:14,2024-11-18 04:14,Loading Dock,Finance,SAFETY_HAZARD,SAFETY,Medium,Under Investigation,Employee_5150,Pending,5,True,,False,500,False,True,True,,"Fire alarm triggered by smoke in kitchen area. Building evacuated, all clear given."
INC-010230,2025-07-03 16:14,2025-07-05 07:14,Laboratory,Finance,THEFT,THEFT,High,Open,Employee_3357,Pending,1,True,PR-850151,False,0,False,True,True,Investigation complete,Vehicle burglary in parking lot. tablet stolen from unlocked car. Value $1000.
INC-010231,2025-07-28 16:14,2025-07-30 12:14,Conference Room,Manufacturing,UNAUTHORIZED_ACCESS,ACCESS,Medium,Resolved,Employee_8833,Pending,5,True,,True,0,False,False,True,Investigation complete,Former employee attempted building access. Badge already deactivated. Entry denied.
INC-010232,2025-04-09 16:14,2025-04-11 02:14,Conference Room,HR,CYBER_SECURITY,CYBER,Critical,Closed,Employee_4327,Security_6,3,True,,False,500,False,False,True,Investigation complete,Ransomware attack blocked by security systems. IT team monitoring network.
INC-010233,2025-09-11 16:14,2025-09-13 02:14,Executive Suite,Sales,UNAUTHORIZED_ACCESS,ACCESS,High,Resolved,Employee_1268,Pending,0,False,PR-144894,False,0,False,False,True,Investigation complete,Employee used badge to access unauthorized floor 2. Supervisor notified.
INC-010234,2025-06-11 16:14,2025-06-13 12:14,Executive Suite,Finance,VANDALISM,VANDALISM,Low,Under Investigation,Employee_1818,Security_10,3,True,PR-167064,True,0,False,True,True,Investigation complete,Windows broken in office A-105. Glass shattered across floor. Repair crew dispatched.
INC-010235,2025-09-20 16:14,2025-09-22 05:14,Parking Lot,Marketing,UNAUTHORIZED_ACCESS,ACCESS,Medium,Open,Employee_5487,Pending,1,False,,False,0,False,True,True,,Unauthorized vehicle in executive parking area. Vehicle towed by security.
INC-010236,2024-10-17 16:14,2024-10-19 09:14,Server Room,Sales,POLICY_VIOLATION,POLICY,Medium,Resolved,Employee_3079,Security_7,5,False,,False,0,False,True,True,Investigation complete,Employee badge sharing detected by access control system. Both parties written up.
INC-010237,2025-01-15 16:14,2025-01-15 22:14,Server Room,Marketing,SAFETY_HAZARD,SAFETY,Critical,Under Investigation,Employee_8605,Pending,0,True,,True,1000,False,True,True,Investigation complete,"Electrical hazard discovered in building E. Power shut off, electrician notified."
INC-010238,2025-08-21 16:14,2025-08-23 15:14,Main Office,Facilities,THEFT,THEFT,Medium,Under Investigation,Employee_1476,Security_16,0,True,PR-721497,False,0,False,False,True,Investigation complete,Shoplifting incident at retail location. Suspect took tool valued at $1000. Suspect apprehended.
INC-010239,2025-02-14 16:14,2025-02-16 05:14,Manufacturing Floor,IT,UNAUTHORIZED_ACCESS,ACCESS,High,Under Investigation,Employee_4541,Pending,1,False,,False,500,False,False,True,,Tailgating incident at main entrance. Visitor followed employee without badging in.
INC-010240,2025-04-21 16:14,2025-04-22 06:14,Break Room,Legal,THEFT,THEFT,Medium,Under Investigation,Employee_4763,Pending,4,False,PR-326956,False,500,False,True,False,Investigation complete,Employee reported laptop stolen from desk in building E. Value approximately $5000. Security cameras reviewed.
INC-010241,2025-09-21 16:14,2025-09-21 18:14,Manufacturing Floor,Facilities,VANDALISM,VANDALISM,Low,Resolved,Employee_9701,Pending,5,True,,True,0,False,True,False,Investigation complete,Elevator buttons smashed in building South Wing. Repair estimated at $500.
INC-010242,2024-10-18 16:14,2024-10-19 21:14,Server Room,Legal,THEFT,THEFT,Medium,Resolved,Employee_8598,Pending,1,False,,True,0,False,False,False,Investigation complete,Employee's personal package taken from locker in break room. Item worth $100.
INC-010243,2025-08-18 16:14,2025-08-19 16:14,Conference Room,Security,UNAUTHORIZED_ACCESS,ACCESS,Medium,Closed,Employee_7003,Security_6,4,True,,False,0,False,True,False,Investigation complete,Individual without badge found wandering in building D. Identified as lost visitor.
INC-010244,2025-09-16 16:14,2025-09-16 20:14,Conference Room,Marketing,SAFETY_HAZARD,SAFETY,High,Resolved,Employee_9215,Security_17,3,False,,False,0,True,False,True,,"Fire alarm triggered by smoke in kitchen area. Building evacuated, all clear given."
INC-010245,2025-07-28 16:14,2025-07-29 05:14,Retail Store,IT,CYBER_SECURITY,CYBER,Critical,Resolved,Employee_9870,Pending,2,False,,True,0,False,True,True,Investigation complete,Employee fell for phishing scam and provided credentials. Password reset forced.
INC-010246,2025-01-15 16:14,2025-01-17 03:14,Manufacturing Floor,Security,VANDALISM,VANDALISM,Medium,Under Investigation,Employee_6021,Pending,1,False,,False,0,False,True,False,,Elevator buttons smashed in building South Wing. Repair estimated at $1500.
INC-010247,2025-05-04 16:14,2025-05-06 04:14,Parking Lot,Security,MEDICAL_EMERGENCY,MEDICAL,Critical,Closed,Employee_4022,Security_7,5,False,PR-255130,False,0,True,False,True,Investigation complete,"Medical emergency - employee having allergic reaction. EpiPen administered, 911 called."
INC-010248,2025-04-27 16:14,2025-04-29 09:14,Cafeteria,Sales,UNAUTHORIZED_ACCESS,ACCESS,High,Closed,Employee_3409,Pending,2,True,PR-142027,True,0,False,False,True,,Former employee attempted building access. Badge already deactivated. Entry denied.
INC-010249,2025-01-17 16:14,2025-01-18 06:14,Loading Dock,Sales,POLICY_VIOLATION,POLICY,Low,Open,Employee_2369,Pending,5,True,PR-513583,True,0,False,True,False,,Photography in restricted manufacturing area. Company policy prohibits cameras.
INC-010250,2025-02-27 16:14,2025-03-01 03:14,Warehouse,Operations,SAFETY_HAZARD,SAFETY,Critical,Resolved,Employee_7809,Pending,1,False,PR-534313,True,5000,True,True,True,,Malfunctioning elevator trapped 4 people for 49 minutes. Fire department responded.
INC-010251,2025-05-27 16:14,2025-05-28 18:14,Parking Lot,Facilities,FRAUD,FRAUD,Critical,Under Investigation,Employee_4264,Pending,2,False,,False,500,False,False,False,,Employee using company credit card for personal purchases. Total $2000 unauthorized charges.
INC-010252,2025-03-14 16:14,2025-03-15 03:14,Manufacturing Floor,Operations,POLICY_VIOLATION,POLICY,Low,Open,Employee_5541,Security_16,4,False,,False,1000,False,True,False,Investigation complete,Confidential documents left unattended on desk overnight. Security policy violation reported.
INC-010253,2025-07-22 16:14,2025-07-22 19:14,Break Room,Marketing,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Closed,Employee_1798,Pending,4,True,,True,5000,False,True,False,Investigation complete,Individual observed following employees to parking lot. Police notified.
INC-010254,2025-08-01 16:14,2025-08-01 16:14,Parking Lot,Facilities,POLICY_VIOLATION,POLICY,Medium,Closed,Employee_8944,Pending,1,True,,True,5000,False,True,False,,Dress code violation observed at customer-facing location. Employee sent home to change.
INC-010255,2025-01-19 16:14,2025-01-21 16:14,Conference Room,Finance,THEFT,THEFT,High,Open,Employee_2943,Security_8,5,True,,False,0,False,True,True,,Missing tool discovered during inventory check. Last seen 5 days ago. Estimated value $1000.
INC-010256,2025-09-27 16:14,2025-09-29 10:14,Retail Store,Legal,SAFETY_HAZARD,SAFETY,Medium,Resolved,Employee_2948,Security_9,0,False,,True,5000,True,True,True,Investigation complete,"Electrical hazard discovered in building B. Power shut off, electrician notified."
INC-010257,2024-12-04 16:14,2024-12-05 07:14,Retail Store,Legal,THEFT,THEFT,Medium,Open,Employee_1229,Security_17,5,True,PR-280117,True,0,False,True,False,,Missing tablet discovered during inventory check. Last seen 28 days ago. Estimated value $1500.
INC-010258,2025-06-19 16:14,2025-06-20 18:14,Warehouse,Marketing,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Resolved,Employee_2807,Security_17,3,False,PR-684195,True,0,False,False,True,,"Person attempting to peer into windows on ground floor. Security approached, individual left."
INC-010259,2025-09-08 16:14,2025-09-09 22:14,Executive Suite,Marketing,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Open,Employee_9055,Pending,3,True,,False,0,False,True,True,,Individual observed following employees to parking lot. Police notified.
INC-010260,2025-01-31 16:14,2025-02-01 09:14,Loading Dock,Legal,MEDICAL_EMERGENCY,MEDICAL,Critical,Resolved,Employee_6834,Pending,3,False,,False,0,False,False,False,,Severe headache and dizziness reported by employee. Supervisor drove to urgent care.
INC-010261,2025-04-01 16:14,2025-04-03 06:14,Executive Suite,Marketing,CYBER_SECURITY,CYBER,High,Closed,Employee_2578,Pending,3,True,,False,0,False,False,False,Investigation complete,Phishing email reported by employee. IT security team investigating sender.
INC-010262,2025-02-20 16:14,2025-02-20 18:14,Main Office,Finance,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Under Investigation,Employee_9052,Security_14,2,False,,True,1000,False,False,False,Investigation complete,Suspicious individual loitering near loading dock for 53 minutes. Security monitored.
INC-010263,2025-05-21 16:14,2025-05-22 12:14,Main Office,IT,VANDALISM,VANDALISM,Low,Under Investigation,Employee_7003,Security_12,5,False,,False,0,False,False,False,,Graffiti found on exterior wall of building South Wing. Maintenance notified for cleanup.
INC-010264,2025-04-24 16:14,2025-04-25 02:14,Main Office,Facilities,SAFETY_HAZARD,SAFETY,High,Open,Employee_8551,Pending,2,True,,True,1000,False,False,True,Investigation complete,"Fire alarm triggered by smoke in kitchen area. Building evacuated, all clear given."
INC-010265,2025-03-04 16:14,2025-03-05 04:14,Manufacturing Floor,HR,THEFT,THEFT,Medium,Closed,Employee_5344,Pending,4,False,PR-754911,True,5000,False,True,False,,Break-in at warehouse North Wing. Multiple tablets stolen. Total loss approximately $1500.
INC-010266,2024-11-08 16:14,2024-11-10 02:14,Conference Room,Operations,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Resolved,Employee_5116,Pending,5,True,PR-758342,True,100,False,False,False,Investigation complete,"Person attempting to peer into windows on ground floor. Security approached, individual left."
INC-010267,2024-10-28 16:14,2024-10-30 16:14,Break Room,Manufacturing,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Closed,Employee_2055,Pending,2,False,,False,100,False,False,True,,Suspicious vehicle circling parking lot 35 times. License plate recorded.
INC-010268,2025-07-24 16:14,2025-07-25 09:14,Parking Lot,IT,VANDALISM,VANDALISM,Medium,Closed,Employee_3883,Pending,0,True,PR-188006,False,0,False,False,False,Investigation complete,Property damage to break room. Tables and chairs overturned and damaged.
INC-010269,2025-01-18 16:14,2025-01-19 08:14,Manufacturing Floor,HR,CYBER_SECURITY,CYBER,High,Open,Employee_6134,Pending,5,True,PR-328598,True,0,False,True,False,,Unauthorized USB drive found plugged into secure terminal. Device confiscated.
INC-010270,2024-10-29 16:14,2024-10-30 07:14,Break Room,Finance,UNAUTHORIZED_ACCESS,ACCESS,High,Resolved,Employee_7025,Security_10,5,True,PR-794391,True,100,False,False,False,,Unauthorized person found in restricted area Main Campus. Individual escorted out by security.
INC-010271,2025-06-05 16:14,2025-06-06 11:14,Warehouse,Operations,MEDICAL_EMERGENCY,MEDICAL,Critical,Under Investigation,Employee_3625,Pending,5,False,PR-387348,True,1000,False,False,False,Investigation complete,Severe headache and dizziness reported by employee. Supervisor drove to urgent care.
INC-010272,2025-01-06 16:14,2025-01-08 15:14,Conference Room,Security,CYBER_SECURITY,CYBER,High,Open,Employee_4010,Security_15,0,False,,False,0,False,True,True,,Malware detected on workstation in department C. Computer quarantined.
INC-010273,2024-12-14 16:14,2024-12-15 12:14,Loading Dock,Sales,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Open,Employee_7791,Security_12,3,False,PR-698097,True,0,False,True,True,Investigation complete,Concerning behavior observed in lobby. Person asking detailed questions about security systems.
INC-010274,2024-12-10 16:14,2024-12-11 08:14,Parking Lot,HR,MEDICAL_EMERGENCY,MEDICAL,Critical,Under Investigation,Employee_2922,Pending,3,False,,True,0,False,False,False,,Worker injured by equipment in warehouse. Minor cuts treated by on-site medic.
INC-010275,2025-07-31 16:14,2025-07-31 17:14,Break Room,Sales,UNAUTHORIZED_ACCESS,ACCESS,Medium,Resolved,Employee_5068,Pending,0,True,,False,1000,False,True,False,Investigation complete,Employee used badge to access unauthorized floor 6. Supervisor notified.
INC-010276,2025-04-15 16:14,2025-04-17 06:14,Executive Suite,Legal,SAFETY_HAZARD,SAFETY,Critical,Open,Employee_1087,Pending,2,False,,True,5000,True,True,False,,"Gas leak detected near building B. Area cordoned off, gas company called."
INC-010277,2025-08-15 16:14,2025-08-16 12:14,Main Office,Finance,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Closed,Employee_6907,Pending,2,False,,False,500,False,False,True,Investigation complete,Drone spotted flying near building perimeter. Activity reported to authorities.
INC-010278,2025-06-02 16:14,2025-06-03 02:14,Cafeteria,Security,CYBER_SECURITY,CYBER,Critical,Open,Employee_9108,Pending,2,False,,True,100,False,True,False,,Social engineering attempt via phone call. Employee reported suspicious request for passwords.
INC-010279,2025-06-27 16:14,2025-06-29 05:14,Main Office,Facilities,CYBER_SECURITY,CYBER,High,Resolved,Employee_2258,Pending,5,True,PR-127223,False,0,False,False,False,Investigation complete,Suspicious login attempts from foreign IP address. Account locked for security.
INC-010280,2024-12-13 16:14,2024-12-15 10:14,Main Office,Marketing,MEDICAL_EMERGENCY,MEDICAL,High,Resolved,Employee_6323,Security_19,1,True,PR-396698,False,0,False,True,False,,Severe headache and dizziness reported by employee. Supervisor drove to urgent care.
INC-010281,2024-11-16 16:14,2024-11-18 16:14,Executive Suite,Finance,VANDALISM,VANDALISM,Low,Closed,Employee_9042,Pending,5,True,,True,5000,False,True,False,,Fire extinguisher discharged in hallway on floor 7. Area covered in powder. Cleanup required.
INC-010282,2024-11-25 16:14,2024-11-26 19:14,Warehouse,IT,UNAUTHORIZED_ACCESS,ACCESS,High,Resolved,Employee_4673,Pending,4,True,,False,0,False,False,False,,Individual without badge found wandering in building South Wing. Identified as lost visitor.
INC-010283,2025-09-20 16:14,2025-09-22 00:14,Warehouse,Facilities,THEFT,THEFT,High,Resolved,Employee_2548,Pending,2,False,,True,0,False,False,True,Investigation complete,Employee's personal backpack taken from locker in break room. Item worth $1000.
INC-010284,2024-11-04 16:14,2024-11-05 20:14,Server Room,Sales,POLICY_VIOLATION,POLICY,Medium,Under Investigation,Employee_4458,Security_6,5,False,PR-211495,False,0,False,False,True,,Employee found smoking in prohibited area near building entrance. Written warning issued.
INC-010285,2024-10-25 16:14,2024-10-27 11:14,Cafeteria,Manufacturing,SAFETY_HAZARD,SAFETY,High,Open,Employee_3049,Security_5,1,True,PR-829842,True,100,False,True,True,,"Water leak from ceiling creating electrical hazard. Power shut off, repairs underway."
INC-010286,2025-08-15 16:14,2025-08-16 02:14,Parking Lot,Security,WORKPLACE_VIOLENCE,VIOLENCE,Critical,Resolved,Employee_1321,Security_15,1,False,,False,0,True,True,False,Investigation complete,Fight broke out in parking lot between employees. Both individuals suspended pending investigation.
INC-010287,2025-02-06 16:14,2025-02-07 06:14,Cafeteria,IT,POLICY_VIOLATION,POLICY,Low,Resolved,Employee_6174,Security_18,2,False,PR-222621,False,500,False,False,False,,Dress code violation observed at customer-facing location. Employee sent home to change.
INC-010288,2025-04-23 16:14,2025-04-25 06:14,Cafeteria,Security,UNAUTHORIZED_ACCESS,ACCESS,Medium,Closed,Employee_7395,Pending,3,True,,False,0,False,False,True,,Employee used badge to access unauthorized floor 4. Supervisor notified.
INC-010289,2025-10-04 16:14,2025-10-05 14:14,Break Room,Marketing,VANDALISM,VANDALISM,Low,Under Investigation,Employee_9248,Security_2,2,False,,True,0,False,True,False,,Security camera lens spray-painted in sector B. Camera non-functional.
INC-010290,2024-10-17 16:14,2024-10-17 19:14,Manufacturing Floor,Security,UNAUTHORIZED_ACCESS,ACCESS,Medium,Open,Employee_2669,Security_18,4,True,,True,500,False,True,False,Investigation complete,Door to restricted area B-12 found propped open. Area secured by security team.
INC-010291,2025-07-02 16:14,2025-07-03 20:14,Laboratory,IT,SAFETY_HAZARD,SAFETY,Medium,Resolved,Employee_6592,Security_10,0,False,,False,0,True,True,False,Investigation complete,"Water leak from ceiling creating electrical hazard. Power shut off, repairs underway."
INC-010292,2025-10-08 16:14,2025-10-10 13:14,Loading Dock,Facilities,THEFT,THEFT,Medium,Open,Employee_6542,Pending,1,False,,True,100,False,True,False,,Vehicle burglary in parking lot. laptop stolen from unlocked car. Value $1500.
INC-010293,2025-03-21 16:14,2025-03-22 20:14,Executive Suite,Operations,CYBER_SECURITY,CYBER,Critical,Closed,Employee_7627,Pending,0,True,,False,100,False,False,True,,Employee fell for phishing scam and provided credentials. Password reset forced.
INC-010294,2025-03-11 16:14,2025-03-13 00:14,Warehouse,IT,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Closed,Employee_9314,Security_12,0,True,,True,0,False,True,True,,Drone spotted flying near building perimeter. Activity reported to authorities.
INC-010295,2025-07-07 16:14,2025-07-08 15:14,Manufacturing Floor,HR,UNAUTHORIZED_ACCESS,ACCESS,Medium,Resolved,Employee_7751,Security_3,0,False,PR-599387,True,0,False,False,False,Investigation complete,Attempted access to server room without proper credentials. Access denied and logged.
INC-010296,2025-03-14 16:14,2025-03-15 02:14,Parking Lot,Facilities,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Resolved,Employee_8499,Security_5,5,True,,True,5000,False,False,True,Investigation complete,Suspicious vehicle circling parking lot 67 times. License plate recorded.
INC-010297,2025-05-10 16:14,2025-05-11 15:14,Break Room,Sales,UNAUTHORIZED_ACCESS,ACCESS,High,Open,Employee_3340,Pending,0,False,PR-326053,True,1000,False,True,True,Investigation complete,Tailgating incident at main entrance. Visitor followed employee without badging in.
INC-010298,2025-04-03 16:14,2025-04-04 22:14,Cafeteria,Legal,THEFT,THEFT,Medium,Under Investigation,Employee_9270,Pending,5,False,,False,0,False,False,False,,Employee reported laptop stolen from desk in building South Wing. Value approximately $1000. Security cameras reviewed.
INC-010299,2024-11-25 16:14,2024-11-27 13:14,Break Room,Facilities,UNAUTHORIZED_ACCESS,ACCESS,Medium,Open,Employee_4152,Security_20,4,True,PR-627054,True,0,False,True,True,,Unauthorized person found in restricted area Main Campus. Individual escorted out by security.
INC-010300,2025-10-02 16:14,2025-10-03 13:14,Laboratory,Finance,VANDALISM,VANDALISM,Medium,Open,Employee_9649,Pending,2,True,,True,500,False,True,True,,Security camera lens spray-painted in sector B. Camera non-functional.
INC-010301,2025-09-14 16:14,2025-09-15 11:14,Laboratory,HR,THEFT,THEFT,High,Under Investigation,Employee_7763,Pending,3,True,,True,5000,False,True,False,Investigation complete,Employee's personal backpack taken from locker in break room. Item worth $100.
INC-010302,2025-09-29 16:14,2025-09-30 18:14,Executive Suite,Operations,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Closed,Employee_2663,Security_8,2,False,,True,100,False,False,True,Investigation complete,Unusual activity reported in parking lot late at night. Individual taking photos of building.
INC-010303,2025-10-13 16:14,2025-10-13 19:14,Manufacturing Floor,Sales,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Medium,Resolved,Employee_6757,Pending,0,True,PR-690433,True,0,False,False,True,Investigation complete,Suspicious vehicle circling parking lot 88 times. License plate recorded.
INC-010304,2024-10-16 16:14,2024-10-17 20:14,Break Room,Operations,SAFETY_HAZARD,SAFETY,Critical,Closed,Employee_6597,Pending,4,False,,True,0,False,True,True,Investigation complete,"Gas leak detected near building South Wing. Area cordoned off, gas company called."
INC-010305,2024-11-03 16:14,2024-11-03 23:14,Conference Room,Manufacturing,UNAUTHORIZED_ACCESS,ACCESS,High,Resolved,Employee_3903,Security_1,3,False,PR-566173,True,0,False,True,False,Investigation complete,Former employee attempted building access. Badge already deactivated. Entry denied.
INC-010306,2025-09-25 16:14,2025-09-26 09:14,Manufacturing Floor,Legal,SAFETY_HAZARD,SAFETY,Medium,Open,Employee_4212,Security_13,2,False,,True,5000,True,True,True,Investigation complete,"Fire alarm triggered by smoke in kitchen area. Building evacuated, all clear given."
INC-010307,2024-12-31 16:14,2025-01-01 21:14,Main Office,Manufacturing,THEFT,THEFT,Medium,Closed,Employee_8086,Pending,0,False,,True,100,False,True,False,Investigation complete,Break-in at warehouse E. Multiple wallets stolen. Total loss approximately $100.
INC-010308,2025-10-01 16:14,2025-10-03 15:14,Lobby,Manufacturing,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Under Investigation,Employee_4225,Pending,2,True,,True,0,False,False,True,Investigation complete,Drone spotted flying near building perimeter. Activity reported to authorities.
INC-010309,2025-04-26 16:14,2025-04-28 01:14,Loading Dock,Operations,WORKPLACE_VIOLENCE,VIOLENCE,High,Resolved,Employee_2567,Security_15,0,True,PR-495727,False,0,True,True,False,,Domestic dispute spilled into workplace. Restraining order holder attempted to contact employee.
INC-010310,2025-04-01 16:14,2025-04-02 17:14,Warehouse,Legal,WORKPLACE_VIOLENCE,VIOLENCE,Critical,Under Investigation,Employee_1173,Pending,3,False,PR-749310,True,0,True,False,False,Investigation complete,Aggressive behavior displayed during termination meeting. Additional security called.
INC-010311,2025-06-04 16:14,2025-06-05 14:14,Laboratory,Security,THEFT,THEFT,High,Under Investigation,Employee_4983,Security_5,0,True,,False,500,False,False,True,,Employee reported laptop stolen from desk in building B. Value approximately $750. Security cameras reviewed.
INC-010312,2024-12-31 16:14,2024-12-31 19:14,Laboratory,Marketing,UNAUTHORIZED_ACCESS,ACCESS,Medium,Under Investigation,Employee_4297,Pending,1,False,,False,500,False,False,False,,Door to restricted area 312 found propped open. Area secured by security team.
INC-010313,2024-11-28 16:14,2024-11-29 05:14,Lobby,Security,VANDALISM,VANDALISM,Medium,Resolved,Employee_4363,Security_13,0,False,,False,0,False,True,True,,Security camera lens spray-painted in sector A. Camera non-functional.
INC-010314,2025-07-16 16:14,2025-07-17 13:14,Retail Store,Operations,VANDALISM,VANDALISM,Low,Under Investigation,Employee_1352,Pending,0,True,PR-243910,False,0,False,False,True,,Elevator buttons smashed in building A. Repair estimated at $750.
INC-010315,2025-07-08 16:14,2025-07-09 04:14,Retail Store,Manufacturing,VANDALISM,VANDALISM,Medium,Closed,Employee_8037,Security_8,4,True,PR-408472,True,0,False,True,False,Investigation complete,Elevator buttons smashed in building C. Repair estimated at $2000.
INC-010316,2025-03-29 16:14,2025-03-31 16:14,Executive Suite,Facilities,CYBER_SECURITY,CYBER,Critical,Resolved,Employee_9501,Security_15,2,False,,False,1000,False,False,False,Investigation complete,Social engineering attempt via phone call. Employee reported suspicious request for passwords.
INC-010317,2025-03-10 16:14,2025-03-11 16:14,Server Room,Finance,WORKPLACE_VIOLENCE,VIOLENCE,Critical,Closed,Employee_2388,Security_5,2,False,,True,1000,False,False,False,,Physical altercation between two employees in break room. Both parties separated by security.
INC-010318,2024-11-17 16:14,2024-11-17 20:14,Conference Room,HR,UNAUTHORIZED_ACCESS,ACCESS,High,Open,Employee_5528,Security_8,0,True,,True,0,False,False,False,,Former employee attempted building access. Badge already deactivated. Entry denied.
INC-010319,2025-05-13 16:14,2025-05-14 10:14,Conference Room,Manufacturing,POLICY_VIOLATION,POLICY,Medium,Open,Employee_8733,Security_17,3,True,,True,0,False,False,False,,Dress code violation observed at customer-facing location. Employee sent home to change.
INC-010320,2025-04-05 16:14,2025-04-06 00:14,Server Room,Finance,THEFT,THEFT,High,Open,Employee_9188,Pending,1,False,,False,5000,False,False,False,Investigation complete,Break-in at warehouse South Wing. Multiple packages stolen. Total loss approximately $750.
INC-010321,2025-01-13 16:14,2025-01-14 16:14,Lobby,Security,SUSPICIOUS_ACTIVITY,SUSPICIOUS,Low,Closed,Employee_8397,Security_10,1,True,,True,0,False,False,True,,Suspicious individual loitering near loading dock for 55 minutes. Security monitored.
INC-010322,2025-04-08 16:14,2025-04-10 01:14,Main Office,Finance,THEFT,THEFT,High,Resolved,Employee_7407,Security_6,1,False,,True,0,False,True,True,Investigation complete,Vehicle burglary in parking lot. wallet stolen from unlocked car. Value $1000.
INC-010323,2024-10-28 16:14,2024-10-29 21:14,Break Room,Operations,UNAUTHORIZED_ACCESS,ACCESS,Medium,Under Investigation,Employee_8302,Pending,4,True,,False,0,False,True,True,,Former employee attempted building access. Badge already deactivated. Entry denied.
INC-010324,2025-06-08 16:14,2025-06-09 03:14,Server Room,Manufacturing,CYBER_SECURITY,CYBER,Critical,Resolved,Employee_4005,Security_19,3,True,,True,0,False,False,True,Investigation complete,Social engineering attempt via phone call. Employee reported suspicious request for passwords.
